,id,title,description
2780,667826,Teoría y derecho constituciona,Teoría y derecho constitucional (ARG)
2781,667827,Francés,Francés (ARG)
2782,667599,Discovering Reality,"his course concerns key topics in the theory of knowledge (or epistemology, as it is known) and in metaphysics (the study of reality at its most general).    The topics in epistemology concern such questions as: What is knowledge? What is it to perceive something? Can we know anything through the use of reason alone? What is it for our beliefs to be justified? What is the scope of our knowledge?    The topics in metaphysics concern such questions as: What is realism? What are the opposing views to realism? What is it for one event to cause another? What is it to be a person? What is it to be the same person as you were in the past? Does time flow? Do we have free will?"
2783,667610,Freedom and Quality,An overview of the course:    Liberty  Equality  Egalitarian Liberalism  Libertarianism  Communitarianism
2784,667785,Radiobiology and Radiopatholog,
2785,667753,Speaking Skills Level 3F-3,
2786,667530,Engineering Statistics,"16 HEQF credits, 4 lectures per week, 1 two hour tutorial per week.     Course outline: Topics from: review of vectors, position, displacement and force vectors, line of action and transmissibility, addition of forces at a point, normal reaction and friction, equilibrium for a particle, connected particles, limiting equilibrium, free body diagrams. Parallel and non-parallel coplanar forces, moment of a force, couples, principle of moments, addition of a force and a couple, resultant and equilibrium for a rigid body, internal forces, toppling and sliding, two-force and three-force systems, compound systems, trusses. Centre of mass of many particles, centre of mass of extended bodies, composite bodies. Distributed forces, pressure distributions. Moments of inertia for areas and masses, parallel axis theorem.   DP requirements: 35% for class record and high tutorial attendance.   Assessment: November examination 2.5 hours: 67%, year mark: 33%"
2787,667725,VP3 workshop B,
2788,667806,Contrast Agents and Biomarkers,
2789,667527,Clinical Lab V: Children,
2790,667766,Biomechanics,
2791,667738,VP Casustest KT1,
2792,667740,VP Competency Assessment KT2,
2793,667699,VP1 workshop A,
2794,667552,Production Processes,"8 HEQF credits, 24 lectures, 2 tutorials. Third-year, second-semester course.   Convener: TBA.   Prerequisites: MEC2042F, MEC3033F.   Course outline: In this course, the students are introduced to a range of manufacturing processes. Typically, there are several manufacturing processes available to perform a certain operation. This course equips the students to select a manufacturing process from a number of available processes, based on the machine set-up, process complexity and reliability, lot size as well as the ability to automate a manufacturing process. The course will highlight the degree of precision machining achievable by the individual manufacturing process.   Lecture times: TBA   Practicals: none   Fieldwork: none   DP requirements: All assignments and mid-term exam submitted, minimum 8 points from homework and 10 points from mid-term exam.   Assessment: Marked homework counts 15%; marked class tests count 25%; one 2-hour theory examination counts 60%. A subminimum of 50% is required for the theory examination."
2795,667621,Philosophy of Action,"Whenever you say hello to someone, or shake their hand, or kiss their lips, you perform an action. But what sort of thing is an action? How does doing something differ from undergoing something, or having something done to you? What makes one action the same as, or different from, another action? (If you smile and say hello, is this one action or two?) Many actions involve bodily movements, but are actions identical with bodily movements? Could it be that some actions consist in less than a bodily movement, whereas others consist in more? Are there rational justifications for performing some actions rather than others? If so, what sorts of justifications are they, and what sort of practical thinking or deliberation can enable us to appreciate them? Under what circumstances, if any, is an action either (i) voluntary, (ii) intentional, or (iii) free? What sorts of explanations are explanations of people¿s actions? Are all actions performed by individuals, or can an action be performed by a group?    In this course, we will focus on these and other questions of the philosophy of action."
2796,667898,Business and Finance I: Busine,Business and Finance I: Business Economics and Financial Analysis
2797,667885,Prices and Markets,Prices and Markets
2798,667887,Business Ethics - P1,Business Ethics - P1
2799,667664,Didactiek en klassenmanagement,
2800,667755,MVT English Listening,
2801,667777,Human Factors System Design,
2802,667780,Radiation Protection and Regul,
2803,667870,Language History L3S5EC,Language History L3S5EC
2804,667901,Microeconometrics,Microeconometrics
2805,667904,Industrial Organization I: The,Industrial Organization I: Theory and Regulation
2806,667608,Philosopy of Science,"This course introduces several major controversies in the philosophy of science and uses them to investigate the nature of science, its methods, and its accomplishments. We discuss the following:    The problem of induction: why believe that any pattern of events which has been observed will occur again? Can the past behaviour of things give reason to predict how they will behave? Are such predictions unjustified and irrational?    Popper's non-inductive methodology: instead of taking observations to confirm theories, should we take observations only to refute theories? This is Popper's methodology of 'trial and error'.    Kuhn's account of scientific revolutions: what is a scientific revolution, and why do such revolutions occur? Can such revolutions have rational grounds or are they cases of 'mob psychology'?    The nature of explanation: what is it for a scientific theory to explain an event? Is it enough that the theory entails that the event occurs?    The nature of confirmation: what counts as evidence for a theory? Is any true consequence of a theory evidence for it?    Laws of nature: what is a law of nature? What is the difference between it and any widespread uniform series of events?    Scientific realism: should we believe what scientific theories claim about things we cannot observe?"
